Date,Store_ID,SKU_ID,Beginning_Inventory,Units_Received,Units_Sold,Units_Transferred_In,Units_Transferred_Out,Damaged_Units,Ending_Inventory,Inventory_Value
2026-08-12,S004,TOW1433,1,0,0,0,1,0,1,10.71
2026-08-12,S005,TOW1433,0,1,0,0,0,0,1,10.71
2026-08-12,S006,TOW1433,1,9,8,0,2,0,2,21.42
2026-08-12,S007,TOW1433,1,12,9,1,1,0,4,42.84
2026-08-12,S008,TOW1433,0,4,4,1,2,0,0,0.0
2026-08-12,S009,TOW1433,0,9,6,2,3,0,3,32.13
2026-08-12,S010,TOW1433,0,3,2,2,2,0,1,10.71
2026-08-12,S001,TOW1434,0,0,0,1,2,0,0,0.0
2026-08-12,S002,TOW1434,0,4,2,3,2,0,2,12.98
2026-08-12,S003,TOW1434,1,1,1,2,0,0,1,6.49
2026-08-12,S004,TOW1434,1,0,1,2,2,0,0,0.0
2026-08-12,S005,TOW1434,2,1,1,1,1,0,2,12.98
2026-08-12,S006,TOW1434,0,7,4,1,1,0,3,19.47
2026-08-12,S007,TOW1434,1,0,0,3,2,0,1,6.49
2026-08-12,S008,TOW1434,0,0,0,2,0,0,0,0.0
2026-08-12,S009,TOW1434,3,10,9,1,1,0,4,25.96
2026-08-12,S010,TOW1434,0,3,3,0,2,0,0,0.0
2026-08-12,S001,TOW1435,2,2,2,2,3,0,2,18.76
2026-08-12,S002,TOW1435,0,2,2,0,2,0,0,0.0
2026-08-12,S003,TOW1435,1,0,1,3,2,0,0,0.0
2026-08-12,S004,TOW1435,1,2,2,2,2,0,1,9.38
2026-08-12,S005,TOW1435,0,2,1,0,3,0,1,9.38
2026-08-12,S006,TOW1435,0,15,12,1,0,0,3,28.14
2026-08-12,S007,TOW1435,0,0,0,1,1,0,0,0.0
2026-08-12,S008,TOW1435,0,1,0,3,0,0,1,9.38
2026-08-12,S009,TOW1435,1,1,1,0,3,0,1,9.38
2026-08-12,S010,TOW1435,0,7,5,1,2,0,2,18.76
2026-08-12,S001,TOW1436,2,5,5,2,1,0,2,65.26
2026-08-12,S002,TOW1436,0,1,0,2,1,0,1,32.63
2026-08-12,S003,TOW1436,0,1,1,0,3,0,0,0.0
2026-08-12,S004,TOW1436,1,5,4,1,1,0,2,65.26
2026-08-12,S005,TOW1436,1,1,2,2,1,0,0,0.0
2026-08-12,S006,TOW1436,0,13,9,2,1,0,4,130.52
2026-08-12,S007,TOW1436,0,3,3,3,0,0,0,0.0
2026-08-12,S008,TOW1436,1,3,3,0,3,0,1,32.63
2026-08-12,S009,TOW1436,2,5,5,2,0,0,2,65.26
2026-08-12,S010,TOW1436,0,1,0,0,0,0,1,32.63
2026-08-12,S001,TOW1437,1,0,0,0,1,0,1,15.71
2026-08-12,S002,TOW1437,1,0,0,3,3,0,1,15.71
2026-08-12,S003,TOW1437,0,2,1,1,2,0,1,15.71
2026-08-12,S004,TOW1437,0,0,0,1,2,0,0,0.0
2026-08-12,S005,TOW1437,2,3,3,2,3,0,2,31.42
2026-08-12,S006,TOW1437,1,4,5,3,2,0,0,0.0
2026-08-12,S007,TOW1437,0,1,1,0,2,0,0,0.0
2026-08-12,S008,TOW1437,1,1,1,0,3,0,1,15.71
2026-08-12,S009,TOW1437,0,2,2,3,0,0,0,0.0
2026-08-12,S010,TOW1437,0,0,0,3,3,0,0,0.0
2026-08-12,S001,TOW1438,0,6,4,0,3,0,2,58.6
2026-08-12,S002,TOW1438,1,1,1,1,3,0,1,29.3
2026-08-12,S003,TOW1438,0,3,1,2,1,0,2,58.6
2026-08-12,S004,TOW1438,1,9,7,3,0,0,3,87.9
2026-08-12,S005,TOW1438,1,1,1,3,2,0,1,29.3
2026-08-12,S006,TOW1438,1,4,3,3,1,0,2,58.6
2026-08-12,S007,TOW1438,2,8,6,2,1,0,4,117.2
2026-08-12,S008,TOW1438,1,5,4,1,2,0,2,58.6
2026-08-12,S009,TOW1438,1,3,3,1,0,0,1,29.3
2026-08-12,S010,TOW1438,2,7,7,2,3,0,2,58.6
2026-08-12,S001,TOW1439,1,2,2,1,2,1,1,14.21
2026-08-12,S002,TOW1439,0,1,1,2,1,0,0,0.0
2026-08-12,S003,TOW1439,1,4,3,3,2,1,2,28.42
2026-08-12,S004,TOW1439,1,6,5,0,0,0,2,28.42
2026-08-12,S005,TOW1439,0,0,0,1,0,0,0,0.0
2026-08-12,S006,TOW1439,1,9,8,0,2,0,2,28.42
2026-08-12,S007,TOW1439,2,1,1,1,2,0,2,28.42
2026-08-12,S008,TOW1439,1,0,1,0,3,0,0,0.0
2026-08-12,S009,TOW1439,1,1,2,2,3,0,0,0.0
2026-08-12,S010,TOW1439,1,1,1,2,0,0,1,14.21
2026-08-12,S001,TOW1440,0,0,0,2,1,0,0,0.0
2026-08-12,S002,TOW1440,0,1,0,2,2,0,1,37.21
2026-08-12,S003,TOW1440,0,0,0,1,0,0,0,0.0
2026-08-12,S004,TOW1440,0,3,2,3,2,0,1,37.21
2026-08-12,S005,TOW1440,0,2,2,1,3,0,0,0.0
2026-08-12,S006,TOW1440,2,3,3,2,3,0,2,74.42
2026-08-12,S007,TOW1440,0,0,0,2,2,0,0,0.0
2026-08-12,S008,TOW1440,0,0,0,3,1,0,0,0.0
2026-08-12,S009,TOW1440,0,0,0,0,2,0,0,0.0
2026-08-12,S010,TOW1440,1,0,1,2,3,0,0,0.0
2026-08-12,S001,TOW1441,1,0,0,2,3,0,1,25.37
2026-08-12,S002,TOW1441,0,0,0,2,2,0,0,0.0
2026-08-12,S003,TOW1441,0,0,0,1,0,0,0,0.0
2026-08-12,S004,TOW1441,1,2,2,3,3,0,1,25.37
2026-08-12,S005,TOW1441,0,0,0,1,0,0,0,0.0
2026-08-12,S006,TOW1441,0,0,0,0,1,0,0,0.0
2026-08-12,S007,TOW1441,1,4,4,1,2,0,1,25.37
2026-08-12,S008,TOW1441,0,0,0,2,2,0,0,0.0
2026-08-12,S009,TOW1441,1,0,0,3,2,0,1,25.37
2026-08-12,S010,TOW1441,1,0,0,3,0,0,1,25.37
2026-08-12,S001,TOW1442,0,1,1,1,1,0,0,0.0
2026-08-12,S002,TOW1442,0,0,0,2,1,0,0,0.0
2026-08-12,S003,TOW1442,0,4,3,3,1,0,1,16.25
2026-08-12,S004,TOW1442,0,0,0,3,0,0,0,0.0
2026-08-12,S005,TOW1442,0,0,0,2,3,0,0,0.0
2026-08-12,S006,TOW1442,1,1,1,0,3,0,1,16.25
2026-08-12,S007,TOW1442,1,3,3,1,3,0,1,16.25
2026-08-12,S008,TOW1442,0,3,2,2,3,0,1,16.25
2026-08-12,S009,TOW1442,1,0,1,1,3,0,0,0.0
2026-08-12,S010,TOW1442,0,1,0,3,2,0,1,16.25
2026-08-12,S001,TOW1443,0,0,0,0,2,0,0,0.0
2026-08-12,S002,TOW1443,0,0,0,0,0,0,0,0.0
2026-08-12,S003,TOW1443,1,7,5,0,3,0,3,33.96
2026-08-12,S004,TOW1443,0,0,0,0,3,0,0,0.0
2026-08-12,S005,TOW1443,0,0,0,2,3,0,0,0.0
2026-08-12,S006,TOW1443,1,6,4,3,3,0,3,33.96
2026-08-12,S007,TOW1443,0,0,0,3,2,0,0,0.0
2026-08-12,S008,TOW1443,0,6,5,2,0,0,1,11.32
2026-08-12,S009,TOW1443,0,0,0,0,2,0,0,0.0
2026-08-12,S010,TOW1443,1,3,4,2,3,0,0,0.0
2026-08-12,S001,TOW1444,0,1,1,2,2,0,0,0.0
2026-08-12,S002,TOW1444,0,4,3,2,1,0,1,12.22
2026-08-12,S003,TOW1444,0,2,1,1,0,0,1,12.22
2026-08-12,S004,TOW1444,0,5,4,2,2,0,1,12.22
2026-08-12,S005,TOW1444,1,0,0,3,0,0,1,12.22
2026-08-12,S006,TOW1444,1,3,3,0,0,0,1,12.22
2026-08-12,S007,TOW1444,0,0,0,0,3,0,0,0.0
2026-08-12,S008,TOW1444,1,0,0,2,2,0,1,12.22
2026-08-12,S009,TOW1444,1,0,0,3,3,0,1,12.22
2026-08-12,S010,TOW1444,0,0,0,3,1,0,0,0.0
2026-08-12,S001,TOW1445,0,3,2,2,3,0,1,5.72
2026-08-12,S002,TOW1445,0,1,1,2,3,0,0,0.0
2026-08-12,S003,TOW1445,1,2,1,0,0,0,2,11.44
2026-08-12,S004,TOW1445,0,9,7,3,3,0,2,11.44
2026-08-12,S005,TOW1445,0,0,0,2,1,0,0,0.0
2026-08-12,S006,TOW1445,0,6,4,3,1,0,2,11.44
2026-08-12,S007,TOW1445,1,2,1,1,3,0,2,11.44
2026-08-12,S008,TOW1445,1,7,5,3,0,0,3,17.16
2026-08-12,S009,TOW1445,0,1,1,2,2,1,0,0.0
2026-08-12,S010,TOW1445,1,1,1,3,1,0,1,5.72
2026-08-12,S001,TOW1446,0,1,0,0,3,0,1,16.47
2026-08-12,S002,TOW1446,1,0,0,3,3,0,1,16.47
2026-08-12,S003,TOW1446,1,1,0,3,0,0,2,32.94
2026-08-12,S004,TOW1446,0,1,0,1,1,1,1,16.47
2026-08-12,S005,TOW1446,0,1,0,1,1,0,1,16.47
2026-08-12,S006,TOW1446,1,7,6,2,1,0,2,32.94
2026-08-12,S007,TOW1446,0,0,0,3,1,0,0,0.0
2026-08-12,S008,TOW1446,1,2,2,2,0,1,1,16.47
2026-08-12,S009,TOW1446,0,5,3,0,0,0,2,32.94
2026-08-12,S010,TOW1446,0,1,1,2,0,0,0,0.0
2026-08-12,S001,TOW1447,0,0,0,3,0,0,0,0.0
2026-08-12,S002,TOW1447,0,0,0,1,0,0,0,0.0
2026-08-12,S003,TOW1447,0,0,0,2,0,0,0,0.0
2026-08-12,S004,TOW1447,2,3,3,2,0,0,2,36.32
2026-08-12,S005,TOW1447,0,0,0,0,2,0,0,0.0
2026-08-12,S006,TOW1447,0,7,5,3,3,0,2,36.32
2026-08-12,S007,TOW1447,0,1,0,3,2,0,1,18.16
2026-08-12,S008,TOW1447,1,1,1,3,2,0,1,18.16
2026-08-12,S009,TOW1447,0,0,0,0,3,1,0,0.0
2026-08-12,S010,TOW1447,0,1,0,1,3,0,1,18.16
2026-08-12,S001,TOW1448,0,0,0,3,1,0,0,0.0
2026-08-12,S002,TOW1448,0,8,7,1,0,0,1,6.36
2026-08-12,S003,TOW1448,0,2,0,0,0,0,2,12.72
2026-08-12,S004,TOW1448,0,1,0,1,1,0,1,6.36
2026-08-12,S005,TOW1448,1,1,1,1,3,0,1,6.36
2026-08-12,S006,TOW1448,0,2,2,0,2,1,0,0.0
2026-08-12,S007,TOW1448,2,5,5,0,0,0,2,12.72
2026-08-12,S008,TOW1448,0,2,2,3,2,0,0,0.0
2026-08-12,S009,TOW1448,1,7,6,0,1,0,2,12.72
2026-08-12,S010,TOW1448,0,4,3,3,2,0,1,6.36
2026-08-12,S001,TOW1449,1,1,0,3,2,0,2,26.94
2026-08-12,S002,TOW1449,1,0,1,0,1,0,0,0.0
2026-08-12,S003,TOW1449,0,2,1,0,0,0,1,13.47
2026-08-12,S004,TOW1449,1,0,1,1,0,0,0,0.0
2026-08-12,S005,TOW1449,0,4,2,0,1,0,2,26.94
2026-08-12,S006,TOW1449,0,4,3,0,2,0,1,13.47
2026-08-12,S007,TOW1449,0,4,3,2,2,0,1,13.47
2026-08-12,S008,TOW1449,1,0,0,3,2,0,1,13.47
2026-08-12,S009,TOW1449,1,3,3,2,1,0,1,13.47
2026-08-12,S010,TOW1449,0,2,0,1,3,0,2,26.94
2026-08-12,S001,TOW1450,2,0,0,3,3,0,2,28.26
2026-08-12,S002,TOW1450,2,6,5,3,3,0,3,42.39
2026-08-12,S003,TOW1450,1,0,0,3,1,0,1,14.13
2026-08-12,S004,TOW1450,1,3,4,0,1,0,0,0.0
2026-08-12,S005,TOW1450,0,1,0,3,3,0,1,14.13
2026-08-12,S006,TOW1450,0,4,3,3,1,0,1,14.13
2026-08-12,S007,TOW1450,0,1,1,2,2,0,0,0.0
2026-08-12,S008,TOW1450,1,3,3,2,0,0,1,14.13
2026-08-12,S009,TOW1450,1,2,3,1,3,0,0,0.0
2026-08-12,S010,TOW1450,1,1,1,0,3,0,1,14.13
2026-08-12,S001,TOW1451,0,0,0,1,0,0,0,0.0
2026-08-12,S002,TOW1451,1,1,0,1,0,0,2,44.08
2026-08-12,S003,TOW1451,0,6,5,1,2,0,1,22.04
2026-08-12,S004,TOW1451,0,0,0,2,0,0,0,0.0
2026-08-12,S005,TOW1451,0,3,3,1,3,0,0,0.0
2026-08-12,S006,TOW1451,1,3,3,1,3,0,1,22.04
2026-08-12,S007,TOW1451,0,3,2,3,3,0,1,22.04
2026-08-12,S008,TOW1451,0,4,2,1,0,0,2,44.08
2026-08-12,S009,TOW1451,1,4,3,3,3,0,2,44.08
2026-08-12,S010,TOW1451,0,0,0,1,0,0,0,0.0
2026-08-12,S001,TOW1452,0,5,4,0,0,0,1,14.11
2026-08-12,S002,TOW1452,0,3,3,1,0,0,0,0.0
2026-08-12,S003,TOW1452,0,0,0,2,1,0,0,0.0
2026-08-12,S004,TOW1452,0,3,2,1,2,0,1,14.11
2026-08-12,S005,TOW1452,0,1,1,2,0,0,0,0.0
2026-08-12,S006,TOW1452,1,6,5,3,2,0,2,28.22
2026-08-12,S007,TOW1452,0,3,2,2,3,0,1,14.11
2026-08-12,S008,TOW1452,1,9,8,1,2,0,2,28.22
2026-08-12,S009,TOW1452,0,2,2,2,3,0,0,0.0
2026-08-12,S010,TOW1452,0,1,1,0,2,0,0,0.0
2026-08-12,S001,TOW1453,0,3,1,1,1,0,2,36.5
2026-08-12,S002,TOW1453,0,2,1,2,3,0,1,18.25
2026-08-12,S003,TOW1453,0,6,5,0,3,0,1,18.25
2026-08-12,S004,TOW1453,1,0,1,3,1,0,0,0.0
2026-08-12,S005,TOW1453,0,0,0,2,0,0,0,0.0
2026-08-12,S006,TOW1453,0,1,1,1,2,0,0,0.0
2026-08-12,S007,TOW1453,1,2,2,2,1,0,1,18.25
2026-08-12,S008,TOW1453,0,0,0,1,0,0,0,0.0
2026-08-12,S009,TOW1453,1,1,1,0,2,0,1,18.25
2026-08-12,S010,TOW1453,3,8,7,1,1,0,4,73.0
2026-08-12,S001,TOW1454,2,0,0,1,2,0,2,41.86
2026-08-12,S002,TOW1454,0,9,6,3,0,0,3,62.79
2026-08-12,S003,TOW1454,2,4,4,3,1,0,2,41.86
2026-08-12,S004,TOW1454,0,0,0,1,1,0,0,0.0
2026-08-12,S005,TOW1454,0,1,1,3,3,0,0,0.0
2026-08-12,S006,TOW1454,0,9,6,1,3,0,3,62.79
2026-08-12,S007,TOW1454,1,6,6,3,3,0,1,20.93
2026-08-12,S008,TOW1454,2,4,4,0,3,0,2,41.86
2026-08-12,S009,TOW1454,0,10,7,0,2,0,3,62.79
2026-08-12,S010,TOW1454,0,8,5,1,1,0,3,62.79
2026-08-12,S001,TOW1455,1,3,3,3,1,0,1,25.74
2026-08-12,S002,TOW1455,1,3,2,1,0,0,2,51.48
2026-08-12,S003,TOW1455,0,3,2,0,3,0,1,25.74
2026-08-12,S004,TOW1455,0,1,0,0,0,0,1,25.74
2026-08-12,S005,TOW1455,0,2,0,0,1,0,2,51.48
2026-08-12,S006,TOW1455,0,1,0,2,3,0,1,25.74
2026-08-12,S007,TOW1455,2,4,4,1,0,0,2,51.48
2026-08-12,S008,TOW1455,2,7,6,0,2,0,3,77.22
2026-08-12,S009,TOW1455,0,1,1,1,3,0,0,0.0
2026-08-12,S010,TOW1455,0,0,0,0,3,0,0,0.0
2026-08-12,S001,TOW1456,0,0,0,3,0,0,0,0.0
2026-08-12,S002,TOW1456,0,0,0,3,2,0,0,0.0
2026-08-12,S003,TOW1456,0,0,0,0,0,0,0,0.0
2026-08-12,S004,TOW1456,0,0,0,1,0,0,0,0.0
2026-08-12,S005,TOW1456,0,0,0,2,1,0,0,0.0
2026-08-12,S006,TOW1456,0,0,0,3,1,0,0,0.0
2026-08-12,S007,TOW1456,0,0,0,2,3,0,0,0.0
2026-08-12,S008,TOW1456,0,1,0,0,0,0,1,28.92
2026-08-12,S009,TOW1456,0,0,0,1,1,0,0,0.0
2026-08-12,S010,TOW1456,2,3,3,2,3,0,2,57.84
2026-08-12,S001,TOW1457,1,2,3,3,0,0,0,0.0
2026-08-12,S002,TOW1457,0,2,0,1,0,0,2,40.02
2026-08-12,S003,TOW1457,1,2,2,1,0,0,1,20.01
2026-08-12,S004,TOW1457,0,1,1,2,0,0,0,0.0
2026-08-12,S005,TOW1457,1,1,1,3,2,0,1,20.01
2026-08-12,S006,TOW1457,1,4,4,3,3,0,1,20.01
2026-08-12,S007,TOW1457,1,1,1,0,1,0,1,20.01
2026-08-12,S008,TOW1457,0,4,3,0,0,0,1,20.01
2026-08-12,S009,TOW1457,1,3,3,1,2,0,1,20.01
2026-08-12,S010,TOW1457,0,2,2,0,1,0,0,0.0
2026-08-12,S001,TOW1458,1,0,1,0,1,0,0,0.0
2026-08-12,S002,TOW1458,0,0,0,3,0,0,0,0.0
2026-08-12,S003,TOW1458,0,1,0,2,0,0,1,10.89
2026-08-12,S004,TOW1458,0,1,0,2,3,0,1,10.89
2026-08-12,S005,TOW1458,0,0,0,0,2,0,0,0.0
2026-08-12,S006,TOW1458,0,3,2,0,3,0,1,10.89
2026-08-12,S007,TOW1458,1,2,1,0,3,0,2,21.78
2026-08-12,S008,TOW1458,0,6,4,0,1,0,2,21.78
2026-08-12,S009,TOW1458,2,5,5,1,3,0,2,21.78
2026-08-12,S010,TOW1458,0,0,0,1,1,0,0,0.0
2026-08-12,S001,TOW1459,1,1,2,1,3,0,0,0.0
2026-08-12,S002,TOW1459,1,1,1,0,0,0,1,32.4
2026-08-12,S003,TOW1459,0,1,1,2,2,0,0,0.0
2026-08-12,S004,TOW1459,0,0,0,2,2,0,0,0.0
2026-08-12,S005,TOW1459,0,0,0,2,0,0,0,0.0
2026-08-12,S006,TOW1459,1,5,5,1,1,0,1,32.4
2026-08-12,S007,TOW1459,1,4,3,3,2,0,2,64.8
2026-08-12,S008,TOW1459,1,1,0,1,2,0,2,64.8
2026-08-12,S009,TOW1459,0,0,0,0,1,0,0,0.0
2026-08-12,S010,TOW1459,0,1,1,1,2,0,0,0.0
2026-08-12,S001,TOW1460,2,6,6,1,1,0,2,76.76
2026-08-12,S002,TOW1460,0,4,3,1,1,0,1,38.38
2026-08-12,S003,TOW1460,0,1,1,0,0,0,0,0.0
2026-08-12,S004,TOW1460,1,0,0,2,2,0,1,38.38
2026-08-12,S005,TOW1460,0,1,0,3,1,0,1,38.38
2026-08-12,S006,TOW1460,1,3,2,2,3,0,2,76.76
2026-08-12,S007,TOW1460,2,7,7,2,3,0,2,76.76
2026-08-12,S008,TOW1460,0,1,0,0,0,0,1,38.38
2026-08-12,S009,TOW1460,0,1,0,0,0,0,1,38.38
2026-08-12,S010,TOW1460,0,0,0,3,2,0,0,0.0
2026-08-12,S001,TOW1461,0,0,0,2,1,0,0,0.0
2026-08-12,S002,TOW1461,0,0,0,3,1,0,0,0.0
2026-08-12,S003,TOW1461,0,0,0,2,2,0,0,0.0
2026-08-12,S004,TOW1461,0,1,0,0,2,0,1,6.43
2026-08-12,S005,TOW1461,2,3,3,0,2,0,2,12.86
2026-08-12,S006,TOW1461,2,6,4,0,1,0,4,25.72
2026-08-12,S007,TOW1461,0,0,0,3,3,0,0,0.0
2026-08-12,S008,TOW1461,1,0,1,0,2,0,0,0.0
2026-08-12,S009,TOW1461,0,1,1,0,1,0,0,0.0
2026-08-12,S010,TOW1461,1,0,1,2,1,0,0,0.0
2026-08-12,S001,TOW1462,0,1,0,2,1,0,1,25.09
2026-08-12,S002,TOW1462,1,3,3,0,1,0,1,25.09
2026-08-12,S003,TOW1462,0,2,1,2,0,0,1,25.09
2026-08-12,S004,TOW1462,0,4,3,0,3,0,1,25.09
2026-08-12,S005,TOW1462,0,10,7,0,2,0,3,75.27
2026-08-12,S006,TOW1462,1,0,0,1,3,0,1,25.09
2026-08-12,S007,TOW1462,1,5,5,3,1,0,1,25.09
2026-08-12,S008,TOW1462,0,5,4,1,1,0,1,25.09
2026-08-12,S009,TOW1462,1,0,1,0,1,0,0,0.0
2026-08-12,S010,TOW1462,1,1,0,3,1,0,2,50.18
2026-08-12,S001,TOW1463,1,0,1,2,2,0,0,0.0
2026-08-12,S002,TOW1463,1,2,3,2,1,0,0,0.0
2026-08-12,S003,TOW1463,0,0,0,2,1,0,0,0.0
2026-08-12,S004,TOW1463,0,1,1,2,1,0,0,0.0
2026-08-12,S005,TOW1463,0,2,1,1,1,0,1,27.94
2026-08-12,S006,TOW1463,0,1,1,0,0,0,0,0.0
2026-08-12,S007,TOW1463,2,15,11,2,1,0,6,167.64
2026-08-12,S008,TOW1463,1,6,5,2,3,0,2,55.88
2026-08-12,S009,TOW1463,1,11,9,3,2,0,3,83.82
2026-08-12,S010,TOW1463,1,4,3,1,3,0,2,55.88
2026-08-12,S001,TOW1464,0,0,0,3,2,0,0,0.0
2026-08-12,S002,TOW1464,2,2,2,0,1,0,2,53.06
2026-08-12,S003,TOW1464,1,0,1,3,3,0,0,0.0
2026-08-12,S004,TOW1464,0,2,1,1,3,0,1,26.53
2026-08-12,S005,TOW1464,0,0,0,0,3,0,0,0.0
2026-08-12,S006,TOW1464,1,5,4,2,2,0,2,53.06
2026-08-12,S007,TOW1464,0,2,2,0,0,0,0,0.0
2026-08-12,S008,TOW1464,1,1,1,3,1,0,1,26.53
2026-08-12,S009,TOW1464,1,0,0,2,2,0,1,26.53
2026-08-12,S010,TOW1464,0,0,0,0,3,1,0,0.0
2026-08-12,S001,TOW1465,1,0,0,3,2,0,1,13.54
2026-08-12,S002,TOW1465,1,0,0,2,0,0,1,13.54
2026-08-12,S003,TOW1465,0,0,0,1,2,0,0,0.0
2026-08-12,S004,TOW1465,1,1,2,0,3,0,0,0.0
2026-08-12,S005,TOW1465,2,4,4,1,0,0,2,27.08
2026-08-12,S006,TOW1465,2,3,3,1,2,0,2,27.08
2026-08-12,S007,TOW1465,0,3,2,1,2,0,1,13.54
2026-08-12,S008,TOW1465,2,0,0,0,0,0,2,27.08
2026-08-12,S009,TOW1465,0,0,0,1,3,0,0,0.0
2026-08-12,S010,TOW1465,0,0,0,3,1,0,0,0.0
2026-08-12,S001,TOW1466,0,0,0,3,0,0,0,0.0
2026-08-12,S002,TOW1466,1,1,1,1,3,0,1,15.05
2026-08-12,S003,TOW1466,0,1,0,2,2,0,1,15.05
2026-08-12,S004,TOW1466,1,0,0,1,0,0,1,15.05
2026-08-12,S005,TOW1466,1,9,7,3,2,0,3,45.15
2026-08-12,S006,TOW1466,0,0,0,3,1,0,0,0.0
2026-08-12,S007,TOW1466,0,5,5,2,1,0,0,0.0
2026-08-12,S008,TOW1466,0,1,0,0,0,0,1,15.05
2026-08-12,S009,TOW1466,0,0,0,2,2,0,0,0.0
2026-08-12,S010,TOW1466,1,3,2,0,2,1,2,30.1
2026-08-12,S001,TOW1467,1,0,1,3,3,0,0,0.0
2026-08-12,S002,TOW1467,3,8,7,1,0,0,4,107.84
2026-08-12,S003,TOW1467,1,0,0,0,0,0,1,26.96
2026-08-12,S004,TOW1467,0,0,0,0,3,0,0,0.0
2026-08-12,S005,TOW1467,1,4,5,0,1,1,0,0.0
2026-08-12,S006,TOW1467,1,6,5,2,1,0,2,53.92
2026-08-12,S007,TOW1467,1,1,1,2,2,0,1,26.96
2026-08-12,S008,TOW1467,1,2,2,3,0,0,1,26.96
2026-08-12,S009,TOW1467,1,4,3,2,3,0,2,53.92
2026-08-12,S010,TOW1467,1,0,0,1,1,0,1,26.96
2026-08-12,S001,TOW1468,0,0,0,0,0,0,0,0.0
2026-08-12,S002,TOW1468,1,1,0,1,2,0,2,21.12
2026-08-12,S003,TOW1468,1,2,2,1,0,0,1,10.56
2026-08-12,S004,TOW1468,0,1,0,2,1,0,1,10.56
2026-08-12,S005,TOW1468,0,4,3,0,1,0,1,10.56
2026-08-12,S006,TOW1468,1,7,7,0,0,0,1,10.56
2026-08-12,S007,TOW1468,1,2,2,3,0,0,1,10.56
2026-08-12,S008,TOW1468,1,8,7,2,0,0,2,21.12
2026-08-12,S009,TOW1468,0,3,2,2,3,0,1,10.56
2026-08-12,S010,TOW1468,0,3,3,2,0,0,0,0.0
2026-08-12,S001,TOW1469,1,3,3,0,3,0,1,14.3
2026-08-12,S002,TOW1469,0,2,1,3,0,0,1,14.3
2026-08-12,S003,TOW1469,1,0,0,2,1,1,1,14.3
2026-08-12,S004,TOW1469,0,0,0,0,1,0,0,0.0
2026-08-12,S005,TOW1469,2,7,7,0,1,0,2,28.6
2026-08-12,S006,TOW1469,0,5,3,1,1,0,2,28.6
2026-08-12,S007,TOW1469,1,0,1,2,2,0,0,0.0
2026-08-12,S008,TOW1469,0,0,0,1,1,0,0,0.0
2026-08-12,S009,TOW1469,0,5,4,0,1,0,1,14.3
2026-08-12,S010,TOW1469,0,12,9,3,3,0,3,42.9
2026-08-12,S001,TOW1470,0,0,0,1,0,0,0,0.0
2026-08-12,S002,TOW1470,1,0,0,2,0,0,1,33.25
2026-08-12,S003,TOW1470,1,0,0,3,0,0,1,33.25
2026-08-12,S004,TOW1470,0,1,1,1,1,0,0,0.0
2026-08-12,S005,TOW1470,0,0,0,1,1,0,0,0.0
2026-08-12,S006,TOW1470,1,3,2,1,3,0,2,66.5
2026-08-12,S007,TOW1470,1,4,4,1,3,0,1,33.25
2026-08-12,S008,TOW1470,1,0,0,2,0,0,1,33.25
2026-08-12,S009,TOW1470,0,1,0,2,1,0,1,33.25
2026-08-12,S010,TOW1470,0,0,0,1,2,0,0,0.0
2026-08-12,S001,TOW1471,1,1,1,2,0,0,1,15.99
2026-08-12,S002,TOW1471,0,4,3,0,0,0,1,15.99
2026-08-12,S003,TOW1471,1,4,3,2,3,0,2,31.98
2026-08-12,S004,TOW1471,1,0,1,1,1,0,0,0.0
2026-08-12,S005,TOW1471,0,0,0,0,1,0,0,0.0
2026-08-12,S006,TOW1471,0,7,5,0,0,0,2,31.98
2026-08-12,S007,TOW1471,1,0,0,2,0,0,1,15.99
2026-08-12,S008,TOW1471,1,10,8,0,3,0,3,47.97
2026-08-12,S009,TOW1471,1,1,1,2,0,0,1,15.99
2026-08-12,S010,TOW1471,1,2,2,0,0,0,1,15.99
2026-08-12,S001,TOW1472,1,0,0,2,2,0,1,19.01
2026-08-12,S002,TOW1472,0,3,3,0,2,0,0,0.0
2026-08-12,S003,TOW1472,0,1,1,3,3,0,0,0.0
2026-08-12,S004,TOW1472,1,2,3,3,2,0,0,0.0
2026-08-12,S005,TOW1472,1,1,1,2,0,0,1,19.01
2026-08-12,S006,TOW1472,1,0,0,3,3,0,1,19.01
2026-08-12,S007,TOW1472,1,6,6,0,1,0,1,19.01
2026-08-12,S008,TOW1472,0,5,5,0,2,0,0,0.0
2026-08-12,S009,TOW1472,0,2,2,2,0,0,0,0.0
2026-08-12,S010,TOW1472,1,2,3,2,2,0,0,0.0
2026-08-12,S001,TOW1473,0,4,3,2,3,0,1,18.15
2026-08-12,S002,TOW1473,2,8,8,2,1,0,2,36.3
2026-08-12,S003,TOW1473,0,1,1,2,1,0,0,0.0
2026-08-12,S004,TOW1473,0,3,3,3,2,0,0,0.0
2026-08-12,S005,TOW1473,0,8,5,0,2,0,3,54.45
2026-08-12,S006,TOW1473,2,10,8,3,2,0,4,72.6
2026-08-12,S007,TOW1473,3,15,12,1,2,0,6,108.9
2026-08-12,S008,TOW1473,1,0,1,0,2,0,0,0.0
2026-08-12,S009,TOW1473,1,3,3,3,3,0,1,18.15
2026-08-12,S010,TOW1473,0,2,2,2,2,0,0,0.0
2026-08-12,S001,TOW1474,0,3,2,1,2,0,1,36.0
2026-08-12,S002,TOW1474,2,4,3,2,1,0,3,108.0
