Markdown_ID,SKU_ID,Store_ID,Markdown_Date,Original_Price,Markdown_Price,Markdown_Percentage,Inventory_Before_Markdown,Units_Sold_After_Markdown,Revenue_After_Markdown,Velocity_Before,Velocity_After
MD00565,FUR0674,S002,2026-06-08,251.95,188.96,0.25,6,4,680.26,0.4,0.9
MD00566,SEA0683,S003,2026-06-23,592.43,473.94,0.2,5,3,1327.04,0.4,0.7
MD00567,TEX0538,S002,2026-06-22,68.65,48.05,0.3,5,3,134.55,0.4,0.7
MD00568,FUR0661,S006,2026-06-18,303.06,227.3,0.25,6,3,727.34,0.4,0.8
MD00569,SEA0754,S005,2026-06-16,750.59,600.47,0.2,5,3,1681.32,0.4,0.7
MD00570,WAL0332,S006,2026-06-27,46.12,27.67,0.4,5,2,66.41,0.4,0.6
MD00571,SUM2030,S003,2026-05-30,40.33,28.23,0.3,8,4,101.63,0.4,0.9
MD00572,WAL0293,S001,2026-06-15,143.56,100.49,0.3,6,4,361.77,0.4,0.9
MD00573,DEC0074,S010,2026-07-11,28.56,21.42,0.25,4,2,51.41,0.4,0.6
MD00574,TAB0815,S006,2026-07-27,412.78,288.95,0.3,6,4,1040.21,0.4,0.9
MD00575,TAB0829,S006,2026-07-28,206.52,154.89,0.25,4,2,371.74,0.4,0.6
MD00576,DEC0081,S005,2026-06-01,42.9,25.74,0.4,5,3,72.07,0.4,0.7
MD00577,FUR0559,S004,2026-06-16,334.42,234.09,0.3,6,4,842.74,0.4,0.9
MD00578,SHT1268,S006,2026-07-24,144.43,115.54,0.2,9,4,415.96,0.4,0.9
MD00579,DEC0181,S007,2026-06-19,94.17,70.63,0.25,7,3,226.01,0.4,0.8
MD00580,SHL1696,S009,2026-06-04,51.37,41.1,0.2,6,3,131.51,0.4,0.8
MD00581,LGT1828,S006,2026-07-03,98.46,78.77,0.2,8,5,378.09,0.5,1.2
MD00582,WAL0281,S008,2026-05-30,106.74,74.72,0.3,6,4,298.87,0.4,1.0
MD00583,SHT1309,S006,2026-06-27,79.0,55.3,0.3,8,4,199.08,0.4,0.9
MD00584,DEC0172,S004,2026-05-29,111.58,83.69,0.25,5,3,234.32,0.4,0.7
MD00585,SHT1231,S001,2026-05-29,78.28,58.71,0.25,6,3,187.87,0.5,0.8
MD00586,WAL0209,S008,2026-06-28,96.99,58.19,0.4,11,6,325.89,0.6,1.4
MD00587,FRM2210,S003,2026-07-03,46.48,32.54,0.3,7,4,117.13,0.4,0.9
MD00588,WAL0316,S006,2026-07-20,142.24,85.34,0.4,7,3,273.1,0.4,0.8
MD00589,DEC0112,S005,2026-06-01,31.83,22.28,0.3,7,4,80.21,0.4,0.9
MD00590,DEC0105,S004,2026-06-24,83.01,66.41,0.2,7,4,239.07,0.4,0.9
MD00591,TEX0463,S008,2026-06-29,92.24,64.57,0.3,6,4,232.44,0.4,0.9
MD00592,UTL1089,S002,2026-07-03,56.69,42.52,0.25,5,3,136.06,0.4,0.8
MD00593,KIT0954,S005,2026-06-29,34.23,20.54,0.4,5,3,57.51,0.4,0.7
MD00594,DEC0029,S009,2026-08-02,107.42,80.56,0.25,6,4,290.03,0.4,0.9
MD00595,GFT2229,S008,2026-06-09,75.54,45.32,0.4,5,2,108.78,0.4,0.6
MD00596,LGT1775,S007,2026-07-01,221.29,154.9,0.3,6,3,495.69,0.4,0.8
MD00597,TEX0501,S003,2026-07-15,44.22,26.53,0.4,6,3,74.29,0.4,0.7
MD00598,SRV1003,S004,2026-05-30,91.32,68.49,0.25,5,3,191.77,0.4,0.7
MD00599,LGT1773,S006,2026-05-30,234.53,187.62,0.2,9,5,900.6,0.5,1.2
MD00600,TAB0806,S002,2026-08-03,509.66,382.25,0.25,5,3,1223.18,0.4,0.8
MD00601,WAL0274,S008,2026-07-14,95.43,66.8,0.3,6,4,240.48,0.4,0.9
MD00602,WAL0194,S008,2026-06-12,63.07,50.46,0.2,8,4,201.82,0.4,1.0
MD00603,UTL1092,S007,2026-07-17,57.51,34.51,0.4,6,4,124.22,0.4,0.9
MD00604,MIR0396,S008,2026-07-04,140.24,105.18,0.25,6,3,294.5,0.4,0.7
MD00605,SRV0971,S003,2026-07-07,65.65,45.95,0.3,5,3,147.06,0.4,0.8
MD00606,FUR0607,S008,2026-06-24,287.13,200.99,0.3,7,3,643.17,0.4,0.8
MD00607,UTL1109,S002,2026-08-05,52.9,42.32,0.2,7,3,135.42,0.4,0.8
MD00608,WAL0194,S006,2026-07-12,63.07,37.84,0.4,5,3,121.09,0.4,0.8
MD00609,WAL0226,S002,2026-07-03,52.55,39.41,0.25,7,4,141.88,0.4,0.9
MD00610,TEX0532,S006,2026-06-16,28.63,22.9,0.2,7,2,54.97,0.4,0.6
MD00611,SRV1080,S003,2026-07-01,49.02,29.41,0.4,5,3,82.35,0.4,0.7
MD00612,TEX0524,S007,2026-08-01,74.39,59.51,0.2,7,3,166.63,0.4,0.7
MD00613,SEA0705,S001,2026-07-09,169.35,118.54,0.3,4,2,284.51,0.4,0.6
MD00614,TEX0494,S006,2026-06-19,25.2,17.64,0.3,8,4,70.56,0.4,1.0
MD00615,SEA0706,S008,2026-06-19,183.28,146.62,0.2,6,3,410.55,0.4,0.7
MD00616,SRV1070,S006,2026-06-26,58.83,44.12,0.25,8,4,194.14,0.5,1.1
MD00617,LGT1780,S001,2026-06-17,111.72,89.38,0.2,7,4,321.75,0.4,0.9
MD00618,BTH1534,S006,2026-06-19,27.55,19.29,0.3,6,3,54.0,0.4,0.7
MD00619,DEC0046,S002,2026-06-10,25.07,20.06,0.2,7,4,80.22,0.4,1.0
MD00620,DEC0102,S009,2026-07-16,99.6,74.7,0.25,7,3,239.04,0.4,0.8
MD00621,GFT2251,S006,2026-08-03,161.47,113.03,0.3,5,2,271.27,0.4,0.6
MD00622,DEC0190,S006,2026-08-01,43.79,30.65,0.3,5,3,98.09,0.4,0.8
MD00623,ORG1748,S006,2026-08-04,20.74,15.55,0.25,6,3,43.55,0.4,0.7
MD00624,TEX0528,S008,2026-07-10,93.02,55.81,0.4,5,3,178.6,0.4,0.8
MD00625,TEX0549,S009,2026-07-08,105.09,84.07,0.2,6,3,269.03,0.4,0.8
MD00626,SRV1080,S007,2026-08-01,49.02,39.22,0.2,7,4,141.18,0.4,0.9
MD00627,KIT0944,S003,2026-06-26,48.34,36.26,0.25,5,3,101.51,0.4,0.7
MD00628,UTL1099,S007,2026-06-20,35.85,21.51,0.4,5,3,68.83,0.4,0.8
MD00629,WAL0240,S009,2026-07-13,125.89,100.71,0.2,5,3,281.99,0.4,0.7
MD00630,TEX0473,S003,2026-06-19,80.37,64.3,0.2,5,2,154.31,0.4,0.6
MD00631,WAL0208,S009,2026-07-06,99.34,74.5,0.25,5,3,238.42,0.4,0.8
MD00632,MIR0369,S009,2026-07-28,84.66,63.49,0.25,5,3,203.18,0.4,0.8
MD00633,FLR1869,S002,2026-06-14,343.54,240.48,0.3,7,3,673.34,0.4,0.7
MD00634,MIR0383,S003,2026-07-04,65.24,52.19,0.2,5,3,167.01,0.4,0.8
MD00635,TOW1436,S006,2026-07-07,67.9,50.93,0.25,7,3,162.96,0.5,0.8
MD00636,TEX0484,S001,2026-06-24,35.48,26.61,0.25,6,4,95.8,0.4,0.9
MD00637,UTL1109,S006,2026-07-24,52.9,31.74,0.4,9,5,152.35,0.6,1.2
MD00638,TEX0468,S009,2026-07-27,35.94,26.95,0.25,4,2,64.69,0.4,0.6
MD00639,WAL0312,S010,2026-07-28,84.92,63.69,0.25,6,4,229.28,0.4,0.9
MD00640,DEC0159,S008,2026-07-11,44.57,31.2,0.3,6,4,112.32,0.4,0.9
MD00641,SEA0688,S006,2026-07-18,680.2,476.14,0.3,7,4,1904.56,0.4,1.0
MD00642,MIR0370,S007,2026-07-14,85.18,51.11,0.4,6,3,163.55,0.4,0.8
MD00643,FUR0602,S006,2026-07-10,412.45,247.47,0.4,6,4,890.89,0.4,0.9
MD00644,UTL1141,S003,2026-07-24,19.6,11.76,0.4,7,3,32.93,0.4,0.7
MD00645,LGT1807,S002,2026-07-28,77.47,58.1,0.25,8,4,232.41,0.4,1.0
MD00646,KIT0884,S010,2026-08-04,39.88,31.9,0.2,5,3,102.09,0.4,0.8
MD00647,WAL0338,S006,2026-07-13,139.04,104.28,0.25,6,4,375.41,0.4,0.9
MD00648,DEC0111,S009,2026-06-06,82.11,61.58,0.25,5,3,197.06,0.4,0.8
MD00649,CND2104,S009,2026-06-07,61.26,36.76,0.4,6,3,117.62,0.4,0.8
MD00650,FUR0560,S001,2026-07-16,536.97,429.58,0.2,4,2,1030.98,0.4,0.6
MD00651,MIR0357,S007,2026-07-23,74.68,56.01,0.25,7,4,201.64,0.4,0.9
MD00652,WIN2068,S007,2026-07-14,89.34,62.54,0.3,5,2,150.09,0.4,0.6
MD00653,TOW1486,S003,2026-07-19,74.78,59.82,0.2,7,4,215.37,0.4,0.9
MD00654,KIT0868,S006,2026-06-18,67.15,50.36,0.25,6,3,161.16,0.5,0.8
MD00655,KIT0851,S002,2026-06-25,62.57,50.06,0.2,5,3,140.16,0.4,0.7
MD00656,SEA0753,S003,2026-07-04,704.97,563.98,0.2,5,3,1804.72,0.4,0.8
MD00657,DEC0161,S006,2026-07-11,89.53,62.67,0.3,6,3,200.55,0.4,0.8
MD00658,WAL0244,S008,2026-07-20,114.52,85.89,0.25,6,3,240.49,0.4,0.7
MD00659,FUR0672,S002,2026-07-21,342.15,205.29,0.4,4,2,492.7,0.4,0.6
MD00660,LGT1815,S007,2026-06-18,255.57,178.9,0.3,7,4,644.04,0.4,0.9
MD00661,FUR0604,S006,2026-06-20,407.51,326.01,0.2,6,4,1173.63,0.4,0.9
MD00662,DEC0069,S010,2026-07-03,118.87,95.1,0.2,5,3,266.27,0.4,0.7
MD00663,SRV0980,S002,2026-07-03,111.57,83.68,0.25,5,3,234.3,0.4,0.7
MD00664,LGT1807,S006,2026-06-15,77.47,46.48,0.4,6,3,148.74,0.4,0.8
MD00665,PIL1371,S006,2026-06-26,70.28,52.71,0.25,6,3,168.67,0.4,0.8
MD00666,SEA0729,S006,2026-07-01,508.35,355.84,0.3,7,3,1138.7,0.4,0.8
MD00667,UTL1087,S010,2026-06-01,59.06,47.25,0.2,6,3,132.29,0.4,0.7
MD00668,DEC0184,S009,2026-06-04,89.19,62.43,0.3,6,3,174.81,0.4,0.7
MD00669,MIR0430,S009,2026-07-31,242.44,181.83,0.25,4,2,436.39,0.4,0.6
MD00670,TAB0807,S007,2026-06-20,586.75,410.72,0.3,5,3,1314.32,0.4,0.8
MD00671,LGT1824,S009,2026-07-27,181.99,127.39,0.3,8,4,458.61,0.6,0.9
MD00672,WAL0243,S002,2026-07-26,68.92,48.24,0.3,5,3,135.08,0.4,0.7
MD00673,LGT1794,S006,2026-06-10,218.18,152.73,0.3,7,4,549.81,0.4,0.9
MD00674,WAL0306,S008,2026-08-02,114.12,91.3,0.2,6,4,328.67,0.4,0.9
MD00675,FUR0671,S006,2026-07-01,290.04,232.03,0.2,5,3,742.5,0.4,0.8
MD00676,WAL0230,S009,2026-06-17,126.67,88.67,0.3,4,2,212.81,0.4,0.6
MD00677,WAL0251,S008,2026-07-22,71.52,50.06,0.3,5,3,160.2,0.4,0.8
MD00678,SEA0705,S005,2026-06-18,169.35,118.54,0.3,4,2,284.51,0.4,0.6
MD00679,SHT1320,S007,2026-06-22,176.15,105.69,0.4,6,2,253.66,0.4,0.6
MD00680,WAL0298,S004,2026-06-23,83.89,58.72,0.3,4,2,140.94,0.4,0.6
MD00681,MIR0430,S007,2026-07-24,242.44,181.83,0.25,5,3,581.86,0.4,0.8
MD00682,MIR0390,S003,2026-06-21,204.98,163.98,0.2,5,3,524.75,0.4,0.8
MD00683,TOW1421,S006,2026-07-20,67.27,50.45,0.25,8,4,181.63,0.5,0.9
MD00684,PIL1377,S007,2026-07-14,25.92,20.74,0.2,6,3,58.06,0.4,0.7
MD00685,WAL0332,S003,2026-05-29,46.12,27.67,0.4,6,3,77.48,0.4,0.7
MD00686,MIR0393,S007,2026-06-15,147.92,110.94,0.25,6,4,399.38,0.4,0.9
MD00687,DEC0190,S002,2026-06-23,43.79,32.84,0.25,5,2,78.82,0.4,0.6
MD00688,PIL1343,S007,2026-06-04,89.96,71.97,0.2,7,4,259.08,0.4,0.9
MD00689,SRV0976,S007,2026-06-17,88.08,61.66,0.3,10,4,271.29,0.5,1.1
MD00690,BTH1559,S007,2026-07-10,84.57,63.43,0.25,5,2,152.23,0.4,0.6
MD00691,MIR0380,S005,2026-06-12,246.83,172.78,0.3,7,4,622.01,0.4,0.9
MD00692,WIN2080,S005,2026-06-20,64.97,48.73,0.25,6,3,136.44,0.4,0.7
MD00693,TEX0547,S008,2026-08-01,101.04,60.62,0.4,5,3,169.75,0.4,0.7
MD00694,SEA0695,S001,2026-06-12,753.97,527.78,0.3,6,4,1900.0,0.4,0.9
MD00695,DEC0097,S006,2026-06-07,105.38,84.3,0.2,5,3,236.05,0.4,0.7
MD00696,KIT0960,S006,2026-06-05,158.1,118.57,0.25,6,4,474.3,0.4,1.0
MD00697,SRV1048,S008,2026-06-12,104.32,83.46,0.2,6,4,300.44,0.4,0.9
MD00698,SRV1056,S008,2026-06-21,25.27,15.16,0.4,4,2,36.39,0.4,0.6
MD00699,DEC0123,S001,2026-05-30,111.18,66.71,0.4,4,2,160.1,0.4,0.6
MD00700,BSK1609,S003,2026-07-01,90.72,54.43,0.4,5,2,130.64,0.4,0.6
MD00701,DEC0182,S006,2026-06-06,24.16,18.12,0.25,6,3,50.74,0.4,0.7
MD00702,TEX0521,S002,2026-05-29,42.79,34.23,0.2,5,3,95.85,0.4,0.7
MD00703,DEC0058,S008,2026-07-29,66.45,53.16,0.2,6,4,191.38,0.4,0.9
MD00704,UTL1138,S002,2026-06-27,49.85,29.91,0.4,7,4,131.6,0.5,1.1
MD00705,UTL1089,S005,2026-06-30,56.69,34.01,0.4,6,4,122.45,0.4,0.9
MD00706,SRV1054,S010,2026-05-31,50.26,35.18,0.3,5,3,112.58,0.4,0.8
MD00707,FUR0650,S002,2026-07-08,204.26,163.41,0.2,5,3,457.54,0.4,0.7
MD00708,DEC0148,S007,2026-06-08,64.17,38.5,0.4,9,4,154.01,0.4,1.0
MD00709,SEA0727,S007,2026-07-03,519.61,415.69,0.2,5,3,1163.93,0.4,0.7
MD00710,UTL1105,S005,2026-08-05,59.77,41.84,0.3,5,3,133.88,0.4,0.8
MD00711,MIR0371,S001,2026-06-25,200.13,160.1,0.2,4,2,384.25,0.4,0.6
MD00712,WAL0254,S005,2026-07-20,175.11,105.07,0.4,5,3,336.21,0.4,0.8
MD00713,WAL0292,S006,2026-07-13,39.1,31.28,0.2,5,3,87.58,0.4,0.7
MD00714,BTH1527,S006,2026-07-14,82.3,57.61,0.3,8,4,207.4,0.4,0.9
MD00715,ORG1726,S002,2026-06-18,56.8,34.08,0.4,6,3,109.06,0.4,0.8
MD00716,WAL0308,S004,2026-06-04,184.26,147.41,0.2,9,4,589.63,0.5,1.0
MD00717,WAL0272,S003,2026-06-08,94.86,75.89,0.2,4,2,182.13,0.4,0.6
MD00718,TEX0482,S003,2026-06-03,35.77,28.62,0.2,8,4,103.02,0.4,0.9
MD00719,TAB0821,S009,2026-06-01,546.93,328.16,0.4,6,4,1181.37,0.4,0.9
MD00720,BSK1589,S005,2026-07-28,18.81,11.29,0.4,6,3,31.6,0.4,0.7
MD00721,FUR0669,S006,2026-07-31,100.82,70.57,0.3,5,3,225.84,0.4,0.8
MD00722,MIR0418,S004,2026-07-11,178.18,124.73,0.3,8,3,399.12,0.4,0.8
MD00723,FRM2176,S008,2026-07-17,48.04,33.63,0.3,8,3,107.61,0.4,0.8
MD00724,DEC0039,S005,2026-07-26,115.98,86.98,0.25,6,4,313.15,0.4,0.9
MD00725,WAL0294,S006,2026-06-29,124.37,99.5,0.2,4,2,238.79,0.4,0.6
MD00726,DEC0139,S005,2026-06-11,97.43,68.2,0.3,5,3,218.24,0.4,0.8
MD00727,BSK1607,S002,2026-07-24,44.48,26.69,0.4,7,4,96.08,0.4,0.9
MD00728,WAL0278,S009,2026-06-07,43.11,32.33,0.25,6,4,116.4,0.4,0.9
MD00729,WAL0195,S002,2026-07-03,92.86,74.29,0.2,7,4,267.44,0.4,0.9
MD00730,TEX0471,S003,2026-07-16,99.41,59.65,0.4,6,4,214.73,0.4,0.9
MD00731,DEC0164,S010,2026-07-21,63.31,44.32,0.3,5,3,124.09,0.4,0.7
MD00732,WAL0214,S002,2026-07-17,60.47,45.35,0.25,8,3,126.99,0.4,0.7
MD00733,TEX0540,S006,2026-06-12,35.89,25.12,0.3,6,3,80.39,0.4,0.8
MD00734,TOW1419,S008,2026-07-04,71.21,53.41,0.25,6,2,128.18,0.4,0.6
MD00735,FUR0669,S005,2026-07-15,100.82,60.49,0.4,5,3,193.57,0.4,0.8
MD00736,DEC0187,S005,2026-07-21,107.18,75.03,0.3,7,4,300.1,0.4,1.0
MD00737,TEX0513,S006,2026-06-16,21.5,12.9,0.4,6,4,46.44,0.4,0.9
MD00738,DEC0116,S002,2026-06-01,41.39,24.83,0.4,6,4,99.34,0.4,1.0
MD00739,KIT0968,S001,2026-07-03,40.25,30.19,0.25,5,3,84.52,0.4,0.7
MD00740,DEC0092,S009,2026-07-27,109.11,76.38,0.3,5,2,183.3,0.4,0.6
MD00741,DEC0096,S009,2026-07-27,39.06,27.34,0.3,7,3,76.56,0.4,0.7
MD00742,FLR1868,S006,2026-06-16,252.6,189.45,0.25,7,3,606.24,0.4,0.8
MD00743,WAL0325,S009,2026-07-29,30.67,21.47,0.3,5,3,60.11,0.4,0.7
MD00744,WAL0287,S009,2026-05-30,133.16,99.87,0.25,5,3,279.64,0.4,0.7
MD00745,DEC0062,S008,2026-07-01,104.67,62.8,0.4,4,2,150.72,0.4,0.6
MD00746,FUR0580,S007,2026-06-08,90.22,67.66,0.25,4,2,162.4,0.4,0.6
MD00747,TEX0459,S002,2026-07-27,41.29,30.97,0.25,6,4,111.48,0.4,0.9
MD00748,MIR0401,S007,2026-06-12,79.36,63.49,0.2,6,3,177.77,0.4,0.7
MD00749,SEA0696,S006,2026-07-09,507.3,304.38,0.4,7,3,974.02,0.4,0.8
MD00750,TOW1466,S005,2026-08-05,33.29,26.63,0.2,5,2,63.92,0.4,0.6
MD00751,SHL1697,S006,2026-06-15,103.75,72.62,0.3,9,4,261.45,0.4,0.9
MD00752,WAL0338,S010,2026-07-23,139.04,104.28,0.25,5,3,291.98,0.4,0.7
MD00753,GFT2232,S007,2026-06-13,133.05,106.44,0.2,6,3,298.03,0.4,0.7
MD00754,SRV0981,S006,2026-07-04,21.72,16.29,0.25,7,4,65.16,0.4,1.0
MD00755,MIR0393,S008,2026-07-18,147.92,88.75,0.4,8,4,319.51,0.4,0.9
MD00756,SRV1050,S002,2026-06-17,87.97,52.78,0.4,5,3,168.9,0.4,0.8
MD00757,WAL0298,S002,2026-06-02,83.89,67.11,0.2,6,4,241.6,0.4,0.9
MD00758,WAL0307,S001,2026-06-18,74.79,59.83,0.2,6,4,215.4,0.4,0.9
MD00759,MIR0423,S002,2026-06-24,143.92,107.94,0.25,7,4,388.58,0.4,0.9
MD00760,FUR0667,S008,2026-07-01,321.11,256.89,0.2,6,3,822.04,0.4,0.8
MD00761,PIL1366,S010,2026-06-24,49.93,34.95,0.3,6,3,97.86,0.4,0.7
MD00762,DEC0141,S001,2026-06-29,48.37,33.86,0.3,6,4,135.44,0.4,1.0
MD00763,WAL0195,S001,2026-07-27,92.86,74.29,0.2,7,3,237.72,0.4,0.8
MD00764,WAL0280,S003,2026-06-08,50.09,30.05,0.4,5,3,96.17,0.4,0.8
MD00765,SHL1697,S005,2026-07-13,103.75,77.81,0.25,5,2,186.75,0.4,0.6
MD00766,DUV1160,S008,2026-06-24,116.52,81.56,0.3,6,3,261.0,0.4,0.8
MD00767,WAL0227,S006,2026-06-11,46.13,36.9,0.2,8,4,132.85,0.4,0.9
MD00768,TOW1425,S003,2026-06-26,65.69,39.41,0.4,6,3,126.12,0.4,0.8
MD00769,TOW1438,S007,2026-07-14,74.18,59.34,0.2,7,3,189.9,0.4,0.8
MD00770,TAB0797,S007,2026-07-23,192.63,115.58,0.4,4,2,277.39,0.4,0.6
MD00771,SHL1664,S002,2026-07-01,210.49,147.34,0.3,7,4,530.43,0.4,0.9
MD00772,SHT1310,S002,2026-07-27,172.07,120.45,0.3,5,2,289.08,0.4,0.6
MD00773,ORG1755,S005,2026-06-07,94.56,70.92,0.25,5,2,170.21,0.4,0.6
MD00774,BTH1528,S006,2026-07-13,87.68,65.76,0.25,6,3,210.43,0.4,0.8
MD00775,TEX0494,S005,2026-07-28,25.2,20.16,0.2,6,3,64.51,0.4,0.8
MD00776,SEA0719,S009,2026-06-11,265.46,212.37,0.2,4,2,509.68,0.4,0.6
MD00777,DEC0164,S005,2026-07-15,63.31,47.48,0.25,5,3,151.94,0.4,0.8
MD00778,DEC0134,S006,2026-06-21,92.67,74.14,0.2,6,4,266.89,0.4,0.9
MD00779,UTL1119,S006,2026-06-23,14.78,11.08,0.25,6,4,44.34,0.4,1.0
MD00780,CND2150,S001,2026-06-01,78.01,54.61,0.3,7,3,174.74,0.4,0.8
MD00781,SHT1294,S005,2026-07-24,88.62,66.47,0.25,8,4,239.27,0.4,0.9
MD00782,LGT1776,S005,2026-05-29,99.44,74.58,0.25,7,4,268.49,0.4,0.9
MD00783,FUR0559,S006,2026-07-15,334.42,234.09,0.3,5,3,655.46,0.4,0.7
MD00784,SRV0992,S003,2026-08-02,73.88,51.72,0.3,5,3,165.49,0.4,0.8
MD00785,TEX0478,S005,2026-07-26,97.77,78.22,0.2,6,4,281.58,0.4,0.9
MD00786,UTL1087,S002,2026-07-18,59.06,41.34,0.3,5,3,115.76,0.4,0.7
MD00787,CND2142,S007,2026-06-10,58.37,35.02,0.4,9,4,140.09,0.7,1.0
MD00788,FUR0607,S003,2026-05-31,287.13,215.35,0.25,5,3,689.11,0.4,0.8
MD00789,TOW1463,S009,2026-07-28,53.35,42.68,0.2,6,3,136.58,0.4,0.8
MD00790,TEX0507,S008,2026-06-22,82.04,61.53,0.25,4,2,147.67,0.4,0.6
MD00791,MIR0417,S002,2026-06-15,179.33,125.53,0.3,6,3,401.7,0.4,0.8
MD00792,DEC0128,S007,2026-06-12,110.01,77.01,0.3,5,3,246.42,0.4,0.8
MD00793,TEX0491,S002,2026-07-14,40.67,24.4,0.4,9,3,78.09,0.4,0.8
MD00794,SHT1318,S007,2026-06-15,54.21,32.53,0.4,6,3,104.08,0.4,0.8
MD00795,WAL0343,S008,2026-06-22,128.11,96.08,0.25,5,3,307.46,0.4,0.8
MD00796,WAL0222,S005,2026-08-03,99.9,69.93,0.3,5,3,195.8,0.4,0.7
MD00797,UTL1090,S006,2026-07-31,23.82,16.67,0.3,5,3,46.69,0.4,0.7
MD00798,MIR0410,S006,2026-06-27,155.84,124.67,0.2,5,2,299.21,0.4,0.6
MD00799,FUR0612,S006,2026-07-03,247.33,197.86,0.2,4,2,474.87,0.4,0.6
MD00800,KIT0871,S003,2026-07-02,76.86,57.64,0.25,5,3,184.46,0.4,0.8
MD00801,TEX0550,S006,2026-06-26,101.34,76.0,0.25,5,3,243.22,0.4,0.8
MD00802,TAB0833,S007,2026-07-26,639.4,447.58,0.3,5,3,1253.22,0.4,0.7
MD00803,TEX0491,S001,2026-06-30,40.67,32.54,0.2,6,4,117.13,0.4,0.9
MD00804,DEC0097,S001,2026-06-21,105.38,79.03,0.25,6,4,284.53,0.4,0.9
MD00805,MIR0407,S006,2026-06-05,58.25,34.95,0.4,4,2,83.88,0.4,0.6
MD00806,FLR1864,S008,2026-07-26,268.15,214.52,0.2,7,4,772.27,0.5,0.9
MD00807,DEC0009,S004,2026-06-14,25.94,20.75,0.2,6,3,66.41,0.4,0.8
MD00808,ORG1733,S002,2026-06-24,97.06,77.65,0.2,9,4,341.65,0.6,1.1
MD00809,KIT0923,S006,2026-07-27,83.35,50.01,0.4,5,3,140.03,0.4,0.7
MD00810,TEX0483,S008,2026-06-26,24.66,14.8,0.4,6,3,41.43,0.4,0.7
MD00811,MIR0412,S006,2026-07-26,233.31,163.32,0.3,9,4,587.94,0.4,0.9
MD00812,FLR1838,S006,2026-07-02,435.84,305.09,0.3,6,3,976.28,0.4,0.8
MD00813,SEA0746,S010,2026-07-02,168.53,101.12,0.4,5,3,283.13,0.4,0.7
MD00814,UTL1143,S003,2026-07-29,28.91,17.35,0.4,6,4,69.38,0.4,1.0
MD00815,UTL1131,S008,2026-07-21,36.99,25.89,0.3,6,4,93.21,0.4,0.9
MD00816,PIL1397,S003,2026-07-29,31.62,18.97,0.4,6,3,53.12,0.4,0.7
MD00817,MIR0386,S006,2026-05-31,176.79,132.59,0.25,7,4,530.37,0.4,1.0
MD00818,DEC0011,S003,2026-07-14,27.91,20.93,0.25,5,3,58.61,0.4,0.7
MD00819,GFT2246,S008,2026-06-07,160.62,120.47,0.25,7,3,337.3,0.4,0.7
MD00820,MIR0358,S001,2026-08-01,230.01,184.01,0.2,6,4,662.43,0.4,0.9
MD00821,SRV1041,S002,2026-06-01,132.56,106.05,0.2,6,4,424.19,0.4,1.0
MD00822,SEA0721,S004,2026-06-06,614.9,461.17,0.25,6,4,1660.23,0.4,0.9
MD00823,FUR0584,S010,2026-06-05,271.24,203.43,0.25,5,3,650.98,0.4,0.8
MD00824,PIL1332,S005,2026-06-21,95.87,71.9,0.25,7,4,258.85,0.4,0.9
MD00825,KIT0875,S002,2026-07-07,65.53,39.32,0.4,6,4,141.54,0.4,0.9
MD00826,TEX0550,S009,2026-06-06,101.34,70.94,0.3,5,3,198.63,0.4,0.7
MD00827,LGT1820,S001,2026-07-26,227.88,170.91,0.25,6,3,546.91,0.4,0.8
MD00828,WAL0244,S001,2026-07-28,114.52,85.89,0.25,5,3,274.85,0.4,0.8
MD00829,TEX0484,S005,2026-06-18,35.48,21.29,0.4,4,2,51.09,0.4,0.6
MD00830,FUR0554,S005,2026-06-01,274.8,192.36,0.3,6,4,692.5,0.4,0.9
MD00831,TAB0821,S002,2026-06-23,546.93,328.16,0.4,4,2,787.58,0.4,0.6
MD00832,FUR0592,S009,2026-06-28,461.94,323.36,0.3,4,2,776.06,0.4,0.6
MD00833,TEX0535,S004,2026-06-06,85.11,63.83,0.25,6,3,204.26,0.4,0.8
MD00834,LGT1825,S005,2026-06-15,71.92,43.15,0.4,7,3,138.09,0.4,0.8
MD00835,KIT0945,S006,2026-06-20,75.54,60.43,0.2,5,3,193.38,0.4,0.8
MD00836,DEC0068,S005,2026-06-04,84.9,59.43,0.3,7,4,237.72,0.4,1.0
MD00837,CND2111,S007,2026-07-30,39.31,27.52,0.3,6,3,77.05,0.4,0.7
MD00838,SEA0744,S007,2026-06-05,214.72,128.83,0.4,5,3,360.73,0.4,0.7
MD00839,SHT1290,S008,2026-06-25,55.78,41.84,0.25,6,3,117.14,0.4,0.7
MD00840,SRV1000,S005,2026-06-10,86.85,52.11,0.4,6,4,187.6,0.4,0.9
MD00841,UTL1137,S005,2026-06-22,14.34,8.6,0.4,6,3,24.09,0.4,0.7
MD00842,SHT1323,S007,2026-06-29,147.06,88.24,0.4,6,2,211.77,0.4,0.6
MD00843,PEN1887,S006,2026-06-11,553.29,331.97,0.4,5,2,796.74,0.4,0.6
MD00844,SRV0989,S008,2026-06-19,19.68,15.74,0.2,6,3,44.08,0.4,0.7
MD00845,TEX0546,S010,2026-06-19,105.25,63.15,0.4,5,3,176.82,0.4,0.7
MD00846,MIR0420,S005,2026-07-28,134.35,107.48,0.2,6,4,429.92,0.4,1.0
MD00847,WAL0277,S006,2026-07-08,176.88,106.13,0.4,6,3,297.16,0.4,0.7
