PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO003042,V005,CND2109,2026-03-16,2026-04-26,2026-04-27,72,54,27.76,1998.72,On Time
PO003043,V019,FLR1842,2026-05-19,2026-06-23,2026-06-28,96,96,182.3,17500.8,Late
PO003044,V005,WAL0340,2026-04-08,2026-05-19,2026-05-27,48,48,18.13,870.24,Late
PO003045,V001,TEX0440,2025-07-07,2025-08-07,2025-08-07,72,72,27.32,1967.04,On Time
PO003046,V001,SEA0700,2025-08-23,2025-09-23,2025-09-16,48,48,152.87,7337.76,On Time
PO003047,V013,PIL1407,2025-09-02,2025-09-25,2025-09-21,96,96,12.86,1234.56,On Time
PO003048,V020,SHL1674,2026-01-04,2026-02-02,2026-02-03,72,72,79.14,5698.08,On Time
PO003049,V009,FUR0624,2025-02-12,2025-04-01,2025-03-31,72,72,234.4,16876.8,On Time
PO003050,V011,TOW1481,2026-03-12,2026-04-23,2026-05-02,96,96,12.19,1170.24,Late
PO003051,V020,GFT2217,2025-11-09,2025-12-08,2025-12-17,72,72,12.13,873.36,Late
PO003052,V005,MIR0372,2026-06-23,2026-08-03,2026-08-06,120,120,103.61,12433.2,Late
PO003053,V007,GFT2249,2026-06-17,2026-07-07,2026-07-20,120,120,62.2,7464.0,Late
PO003054,V018,KIT0945,2026-02-23,2026-03-10,2026-03-07,48,30,29.25,1404.0,On Time
PO003055,V004,SRV0997,2026-06-04,2026-06-22,2026-06-18,120,120,47.38,5685.6,On Time
PO003056,V002,WIN2097,2026-05-08,2026-06-12,2026-06-22,36,36,26.16,941.76,Late
PO003057,V016,SHT1265,2026-03-14,2026-03-28,2026-04-02,96,96,38.77,3721.92,Late
PO003058,V016,CHR1956,2025-04-21,2025-05-05,2025-05-09,120,120,14.01,1681.2,Late
PO003059,V012,SHL1667,2025-10-17,2025-11-12,2025-11-21,48,48,63.64,3054.72,Late
PO003060,V019,TAB0805,2025-08-17,2025-09-21,2025-09-30,72,66,216.53,15590.16,Late
PO003061,V019,WAL0214,2025-12-11,2026-01-15,2026-01-14,48,48,31.86,1529.28,On Time
PO003062,V011,CHR1961,2025-06-23,2025-08-04,2025-08-09,72,72,73.53,5294.16,Late
PO003063,V001,TAB0848,2026-06-08,2026-07-09,2026-07-17,120,120,112.97,13556.4,Late
PO003064,V017,GFT2219,2026-06-25,2026-07-10,2026-07-02,96,96,60.82,5838.72,On Time
PO003065,V002,LGT1783,2025-03-08,2025-04-12,2025-04-19,120,114,36.72,4406.4,Late
PO003066,V013,DEC0070,2026-06-02,2026-06-25,2026-06-25,120,120,43.3,5196.0,On Time
PO003067,V015,DEC0019,2025-10-07,2025-10-31,2025-11-05,120,108,30.39,3646.8,Late
PO003068,V004,FUR0609,2025-03-28,2025-04-15,2025-04-20,36,36,160.22,5767.92,Late
PO003069,V018,BSK1588,2025-11-10,2025-11-25,2025-11-15,48,42,11.58,555.84,On Time
PO003070,V012,FLR1853,2025-12-08,2026-01-03,2026-01-08,24,24,198.02,4752.48,Late
PO003071,V019,DUV1174,2025-08-06,2025-09-10,2025-09-07,36,36,70.42,2535.12,On Time
PO003072,V013,TEX0444,2025-12-14,2026-01-06,2026-01-08,48,48,45.21,2170.08,On Time
PO003073,V008,KIT0861,2025-08-16,2025-09-28,2025-10-04,120,120,98.06,11767.2,Late
PO003074,V003,TAB0777,2025-07-04,2025-09-04,2025-09-02,36,36,192.78,6940.08,On Time
PO003075,V011,SRV1050,2025-04-18,2025-05-30,2025-06-07,120,120,37.34,4480.8,Late
PO003076,V016,FUR0639,2026-07-03,2026-07-17,2026-07-23,72,72,80.92,5826.24,Late
PO003077,V009,SRV1038,2026-03-29,2026-05-16,2026-05-21,48,48,28.21,1354.08,Late
PO003078,V004,PIL1400,2026-03-15,2026-04-02,2026-03-29,120,120,36.05,4326.0,On Time
PO003079,V018,WAL0279,2025-04-03,2025-04-18,2025-04-17,72,72,74.76,5382.72,On Time
PO003080,V015,WAL0222,2025-10-02,2025-10-26,2025-11-07,72,72,42.56,3064.32,Late
PO003081,V009,HAL2004,2025-03-19,2025-05-06,2025-05-20,48,48,13.88,666.24,Late
PO003082,V016,TAB0839,2025-10-21,2025-11-04,2025-11-16,36,36,184.04,6625.44,Late
PO003083,V016,GFT2222,2025-08-18,2025-09-01,2025-09-12,72,60,43.58,3137.76,Late
PO003084,V010,KIT0898,2026-06-28,2026-08-19,2026-08-21,24,24,85.07,2041.68,On Time
PO003085,V014,DEC0136,2026-03-03,2026-04-13,2026-04-11,72,72,20.59,1482.48,On Time
PO003086,V006,KIT0952,2026-02-20,2026-03-28,2026-04-04,48,48,80.7,3873.6,Late
PO003087,V006,CHR1972,2025-03-31,2025-05-06,2025-05-06,24,24,42.9,1029.6,On Time
PO003088,V014,SHT1287,2025-06-23,2025-08-03,2025-07-31,72,60,41.42,2982.24,On Time
PO003089,V004,DEC0086,2026-05-10,2026-05-28,2026-06-07,24,18,50.99,1223.76,Late
PO003090,V006,DEC0009,2025-07-02,2025-08-07,2025-08-06,48,48,11.4,547.2,On Time
PO003091,V019,MIR0428,2026-01-11,2026-02-15,2026-02-17,120,120,42.22,5066.4,On Time
PO003092,V012,SHL1690,2026-01-24,2026-02-19,2026-02-22,24,24,41.32,991.68,Late
PO003093,V016,KIT0865,2026-01-25,2026-02-08,2026-02-15,24,24,106.86,2564.64,Late
PO003094,V014,KIT0890,2026-05-09,2026-06-19,2026-06-17,24,18,23.89,573.36,On Time
PO003095,V014,FRM2210,2025-08-15,2025-09-25,2025-09-26,36,36,26.54,955.44,On Time
PO003096,V009,DEC0132,2025-06-01,2025-07-19,2025-07-14,24,24,45.83,1099.92,On Time
PO003097,V004,TAB0766,2026-03-24,2026-04-11,2026-04-07,96,96,213.4,20486.4,On Time
PO003098,V020,SHT1248,2026-03-16,2026-04-14,2026-04-12,96,90,36.36,3490.56,On Time
PO003099,V008,DEC0101,2026-05-01,2026-06-13,2026-06-17,72,72,33.05,2379.6,Late
PO003100,V013,FRM2173,2025-09-29,2025-10-22,2025-10-20,72,72,23.54,1694.88,On Time
PO003101,V017,GFT2236,2026-03-16,2026-03-31,2026-04-07,24,24,62.5,1500.0,Late
PO003102,V018,WAL0339,2025-07-17,2025-08-01,2025-08-02,96,96,46.09,4424.64,On Time
PO003103,V008,BTH1515,2026-06-27,2026-08-09,2026-08-11,72,72,21.78,1568.16,On Time
PO003104,V004,PEN1909,2025-12-25,2026-01-12,2026-01-17,24,6,132.89,3189.36,Late
PO003105,V013,MIR0430,2025-02-01,2025-02-24,2025-02-21,72,72,97.71,7035.12,On Time
PO003106,V016,KIT0859,2026-05-11,2026-05-25,2026-05-31,72,72,84.1,6055.2,Late
PO003107,V015,WAL0210,2026-02-15,2026-03-11,2026-03-10,120,120,66.42,7970.4,On Time
PO003108,V004,KIT0857,2025-05-10,2025-05-28,2025-05-28,24,24,59.69,1432.56,On Time
PO003109,V002,SHT1323,2025-09-10,2025-10-15,2025-10-24,48,48,62.3,2990.4,Late
PO003110,V012,CND2104,2025-08-03,2025-08-29,2025-09-01,48,48,29.28,1405.44,Late
PO003111,V001,MIR0414,2025-06-24,2025-07-25,2025-07-20,48,48,121.25,5820.0,On Time
PO003112,V013,SRV1013,2026-05-27,2026-06-19,2026-06-11,72,72,18.96,1365.12,On Time
PO003113,V009,FUR0572,2025-06-12,2025-07-30,2025-07-30,72,72,58.5,4212.0,On Time
PO003114,V008,CHR1958,2026-06-28,2026-08-10,2026-08-09,36,36,75.25,2709.0,On Time
PO003115,V001,BTH1531,2025-12-05,2026-01-05,2025-12-28,24,24,11.96,287.04,On Time
PO003116,V009,SHT1315,2025-09-17,2025-11-04,2025-11-04,36,36,25.64,923.04,On Time
PO003117,V010,WAL0287,2025-09-25,2025-11-16,2025-11-16,72,72,57.5,4140.0,On Time
PO003118,V005,TEX0449,2025-04-24,2025-06-04,2025-05-24,96,96,38.04,3651.84,On Time
PO003119,V012,TAB0833,2026-01-14,2026-02-09,2026-02-14,96,96,273.87,26291.52,Late
PO003120,V005,WAL0243,2025-09-20,2025-10-31,2025-11-09,24,24,30.27,726.48,Late
PO003121,V004,WAL0346,2026-03-04,2026-03-22,2026-03-19,36,36,37.77,1359.72,On Time
PO003122,V010,FUR0555,2026-06-09,2026-07-31,2026-07-28,36,36,103.92,3741.12,On Time
PO003123,V005,CND2123,2026-06-14,2026-07-25,2026-07-28,24,24,23.05,553.2,Late
PO003124,V018,SHL1659,2026-03-20,2026-04-04,2026-04-08,72,72,84.27,6067.44,Late
PO003125,V019,WAL0205,2025-03-20,2025-04-24,2025-04-25,48,48,30.8,1478.4,On Time
PO003126,V020,WAL0194,2025-02-12,2025-03-13,2025-03-01,72,72,31.94,2299.68,On Time
PO003127,V008,DUV1155,2025-04-05,2025-05-18,2025-05-20,48,48,113.66,5455.68,On Time
PO003128,V009,MIR0404,2025-04-20,2025-06-07,2025-06-10,120,120,38.68,4641.6,Late
PO003129,V004,CHR1980,2026-04-24,2026-05-12,2026-05-17,72,72,56.99,4103.28,Late
PO003130,V002,ORG1763,2026-01-20,2026-02-24,2026-03-17,72,72,38.47,2769.84,Late
PO003131,V018,SHL1659,2025-03-25,2025-04-09,2025-04-08,48,48,84.27,4044.96,On Time
PO003132,V011,KIT0907,2025-09-13,2025-10-25,2025-11-07,96,78,88.15,8462.4,Late
PO003133,V013,PIL1367,2026-01-21,2026-02-13,2026-02-05,72,72,44.48,3202.56,On Time
PO003134,V002,MIR0351,2025-11-25,2025-12-30,2026-01-09,24,24,53.65,1287.6,Late
PO003135,V017,DEC0039,2025-02-26,2025-03-13,2025-03-15,36,36,56.38,2029.68,On Time
PO003136,V013,DUV1224,2025-07-26,2025-08-18,2025-08-17,24,12,82.4,1977.6,On Time
PO003137,V018,SHL1699,2025-05-05,2025-05-20,2025-05-24,72,72,42.61,3067.92,Late
PO003138,V009,BTH1512,2025-02-04,2025-03-24,2025-03-22,72,72,38.26,2754.72,On Time
PO003139,V009,SEA0724,2026-05-09,2026-06-26,2026-06-29,72,72,124.37,8954.64,Late
PO003140,V004,SEA0689,2025-03-30,2025-04-17,2025-04-19,120,108,237.9,28548.0,On Time
PO003141,V018,TAB0831,2025-08-03,2025-08-18,2025-08-12,24,24,219.74,5273.76,On Time
PO003142,V002,CHR1934,2025-07-13,2025-08-17,2025-08-21,36,24,13.61,489.96,Late
PO003143,V004,PIL1340,2025-11-23,2025-12-11,2025-12-08,24,24,34.09,818.16,On Time
PO003144,V010,LGT1784,2026-05-02,2026-06-23,2026-06-24,36,36,35.56,1280.16,On Time
PO003145,V006,BSK1649,2025-05-22,2025-06-27,2025-06-19,72,66,24.72,1779.84,On Time
PO003146,V015,SUM2050,2025-08-17,2025-09-10,2025-09-12,48,48,28.19,1353.12,On Time
PO003147,V015,KIT0942,2026-02-15,2026-03-11,2026-03-13,96,96,45.98,4414.08,On Time
PO003148,V015,DEC0019,2025-03-28,2025-04-21,2025-04-26,96,96,30.39,2917.44,Late
PO003149,V010,WIN2098,2025-04-21,2025-06-12,2025-06-19,96,78,17.78,1706.88,Late
PO003150,V014,TEX0510,2025-11-05,2025-12-16,2025-12-19,48,48,45.82,2199.36,Late
PO003151,V009,DEC0084,2026-03-24,2026-05-11,2026-05-12,96,96,49.81,4781.76,On Time
PO003152,V018,SHT1268,2025-10-04,2025-10-19,2025-10-14,36,36,55.26,1989.36,On Time
PO003153,V014,TOW1456,2025-03-05,2025-04-15,2025-04-16,120,120,28.92,3470.4,On Time
PO003154,V013,SRV1056,2025-05-31,2025-06-23,2025-06-24,48,48,12.82,615.36,On Time
PO003155,V012,CHR1947,2025-05-23,2025-06-18,2025-06-20,120,120,45.24,5428.8,On Time
PO003156,V011,TEX0547,2026-03-20,2026-05-01,2026-05-18,72,72,42.88,3087.36,Late
PO003157,V013,DEC0173,2026-02-13,2026-03-08,2026-03-07,72,72,33.15,2386.8,On Time
PO003158,V014,TAB0796,2026-06-18,2026-07-29,2026-08-01,36,36,243.56,8768.16,Late
PO003159,V006,WIN2086,2026-05-20,2026-06-25,2026-07-03,120,120,33.79,4054.8,Late
PO003160,V015,DEC0050,2026-05-09,2026-06-02,2026-05-30,24,24,38.31,919.44,On Time
PO003161,V016,TAB0845,2025-07-12,2025-07-26,2025-07-26,36,36,229.61,8265.96,On Time
PO003162,V004,BTH1540,2025-05-24,2025-06-11,2025-06-25,36,36,29.53,1063.08,Late
PO003163,V018,SRV0979,2025-09-26,2025-10-11,2025-10-19,72,72,52.3,3765.6,Late
PO003164,V017,DEC0068,2025-03-18,2025-04-02,2025-04-02,72,72,33.26,2394.72,On Time
PO003165,V003,ORG1746,2025-11-23,2026-01-24,2026-01-26,96,96,34.75,3336.0,On Time
PO003166,V008,TEX0438,2025-07-12,2025-08-24,2025-08-21,120,120,41.23,4947.6,On Time
PO003167,V005,TAB0780,2026-07-04,2026-08-14,2026-08-07,120,120,90.09,10810.8,On Time
PO003168,V015,ORG1736,2025-02-03,2025-02-27,2025-03-10,24,24,42.84,1028.16,Late
PO003169,V002,FUR0617,2026-03-24,2026-04-28,2026-05-01,120,120,77.53,9303.6,Late
PO003170,V005,CHR1929,2025-02-05,2025-03-18,2025-03-13,48,48,71.25,3420.0,On Time
PO003171,V001,FUR0654,2026-04-16,2026-05-17,2026-05-22,24,24,96.85,2324.4,Late
PO003172,V008,DEC0035,2025-09-19,2025-11-01,2025-10-27,96,96,62.64,6013.44,On Time
PO003173,V008,TEX0435,2025-12-02,2026-01-14,2026-01-15,120,120,44.07,5288.4,On Time
PO003174,V016,MIR0413,2025-06-28,2025-07-12,2025-07-14,48,48,127.13,6102.24,On Time
PO003175,V014,PIL1370,2025-06-28,2025-08-08,2025-08-03,96,96,45.17,4336.32,On Time
PO003176,V020,TEX0431,2025-03-07,2025-04-05,2025-04-06,24,24,22.94,550.56,On Time
PO003177,V018,TOW1499,2025-09-27,2025-10-12,2025-10-23,36,36,16.09,579.24,Late
PO003178,V020,TOW1488,2026-06-25,2026-07-24,2026-07-23,72,66,11.94,859.68,On Time
PO003179,V009,FLR1858,2025-06-04,2025-07-22,2025-07-25,120,120,131.93,15831.6,Late
PO003180,V014,DEC0090,2025-12-18,2026-01-28,2026-01-25,72,60,54.69,3937.68,On Time
PO003181,V002,DUV1217,2026-05-14,2026-06-18,2026-06-24,120,120,43.7,5244.0,Late
PO003182,V013,WAL0256,2025-11-07,2025-11-30,2025-12-06,24,24,24.73,593.52,Late
PO003183,V007,LGT1806,2025-05-17,2025-06-06,2025-06-07,72,72,69.16,4979.52,On Time
PO003184,V018,HAL1988,2026-02-05,2026-02-20,2026-02-26,36,36,22.92,825.12,Late
PO003185,V009,SHT1298,2026-04-18,2026-06-05,2026-06-02,72,72,70.75,5094.0,On Time
PO003186,V009,TEX0461,2025-11-15,2026-01-02,2025-12-28,72,72,36.49,2627.28,On Time
PO003187,V011,DUV1227,2025-10-20,2025-12-01,2025-12-09,72,60,104.05,7491.6,Late
PO003188,V010,PIL1381,2025-08-21,2025-10-12,2025-10-07,72,72,29.63,2133.36,On Time
PO003189,V012,SHL1667,2026-07-01,2026-07-27,2026-07-26,72,72,63.64,4582.08,On Time
PO003190,V002,BSK1580,2025-03-30,2025-05-04,2025-05-18,48,48,21.11,1013.28,Late
PO003191,V017,GFT2216,2025-07-09,2025-07-24,2025-08-02,36,18,29.55,1063.8,Late
PO003192,V014,GFT2253,2025-08-03,2025-09-13,2025-09-16,72,72,42.69,3073.68,Late
PO003193,V002,TEX0494,2025-06-22,2025-07-27,2025-08-07,48,36,10.87,521.76,Late
PO003194,V015,LGT1779,2025-10-09,2025-11-02,2025-11-03,36,36,91.28,3286.08,On Time
PO003195,V019,BTH1514,2025-08-12,2025-09-16,2025-09-17,48,48,31.65,1519.2,On Time
PO003196,V017,MIR0388,2025-03-20,2025-04-04,2025-04-02,48,48,112.9,5419.2,On Time
PO003197,V020,DUV1205,2025-09-08,2025-10-07,2025-10-02,24,24,43.83,1051.92,On Time
PO003198,V017,DEC0168,2025-07-10,2025-07-25,2025-07-20,36,18,31.37,1129.32,On Time
PO003199,V004,KIT0889,2026-04-27,2026-05-15,2026-05-30,72,72,27.57,1985.04,Late
PO003200,V002,TAB0774,2025-07-04,2025-08-08,2025-08-14,96,96,98.67,9472.32,Late
PO003201,V020,TOW1437,2026-05-13,2026-06-11,2026-06-14,36,36,15.71,565.56,Late
PO003202,V013,DEC0164,2025-06-12,2025-07-05,2025-07-13,48,48,31.22,1498.56,Late
PO003203,V006,SRV1015,2025-12-02,2026-01-07,2026-01-01,72,72,43.98,3166.56,On Time
PO003204,V002,KIT0877,2026-06-05,2026-07-10,2026-07-15,96,96,70.31,6749.76,Late
PO003205,V005,SUM2060,2026-02-15,2026-03-28,2026-03-26,120,120,26.27,3152.4,On Time
PO003206,V008,WAL0298,2026-02-14,2026-03-29,2026-04-02,96,96,34.3,3292.8,Late
PO003207,V011,SUM2061,2025-10-03,2025-11-14,2025-11-22,96,90,29.47,2829.12,Late
PO003208,V018,TOW1442,2025-11-25,2025-12-10,2025-12-18,24,24,16.25,390.0,Late
PO003209,V001,DEC0151,2025-02-09,2025-03-12,2025-03-14,36,36,14.18,510.48,On Time
PO003210,V005,MIR0383,2026-02-09,2026-03-22,2026-03-13,48,48,33.02,1584.96,On Time
PO003211,V005,UTL1092,2026-04-22,2026-06-02,2026-05-31,120,120,29.68,3561.6,On Time
PO003212,V005,ORG1706,2026-06-21,2026-08-01,2026-08-09,48,48,26.82,1287.36,Late
PO003213,V005,TEX0529,2025-07-17,2025-08-27,2025-08-31,120,120,20.0,2400.0,Late
PO003214,V002,PIL1360,2025-05-28,2025-07-02,2025-07-04,96,96,30.0,2880.0,On Time
PO003215,V005,KIT0940,2026-06-28,2026-08-08,2026-08-08,36,36,37.88,1363.68,On Time
PO003216,V006,CHR1972,2026-03-27,2026-05-02,2026-05-12,48,48,42.9,2059.2,Late
PO003217,V006,WIN2086,2025-05-23,2025-06-28,2025-06-26,24,18,33.79,810.96,On Time
PO003218,V004,DEC0120,2025-06-06,2025-06-24,2025-06-24,72,60,27.52,1981.44,On Time
PO003219,V001,FUR0580,2025-05-12,2025-06-12,2025-06-11,48,48,47.83,2295.84,On Time
PO003220,V015,FUR0610,2026-03-15,2026-04-08,2026-04-12,96,96,223.91,21495.36,Late
PO003221,V005,TAB0772,2025-02-03,2025-03-16,2025-03-24,96,96,332.78,31946.88,Late
PO003222,V017,TEX0482,2025-11-09,2025-11-24,2025-11-26,48,48,17.3,830.4,On Time
PO003223,V003,MIR0366,2026-06-30,2026-08-31,2026-08-29,72,72,79.53,5726.16,On Time
PO003224,V002,SEA0754,2025-06-04,2025-07-09,2025-07-16,72,72,367.91,26489.52,Late
PO003225,V019,ORG1705,2026-02-08,2026-03-15,2026-03-19,48,48,6.52,312.96,Late
PO003226,V007,WAL0218,2026-01-14,2026-02-03,2026-02-18,24,24,53.14,1275.36,Late
PO003227,V001,BTH1537,2025-07-01,2025-08-01,2025-08-13,120,120,42.16,5059.2,Late
PO003228,V012,DEC0004,2025-08-21,2025-09-16,2025-09-18,48,48,16.71,802.08,On Time
PO003229,V013,MIR0427,2026-06-05,2026-06-28,2026-06-26,120,120,76.22,9146.4,On Time
PO003230,V004,DEC0086,2025-03-28,2025-04-15,2025-04-21,72,72,50.99,3671.28,Late
PO003231,V017,TAB0802,2025-09-14,2025-09-29,2025-09-28,48,48,143.06,6866.88,On Time
PO003232,V004,UTL1143,2025-05-07,2025-05-25,2025-05-22,120,120,11.99,1438.8,On Time
PO003233,V011,ORG1721,2025-12-31,2026-02-11,2026-02-24,72,72,40.48,2914.56,Late
PO003234,V016,SRV0985,2026-03-12,2026-03-26,2026-03-27,120,120,8.21,985.2,On Time
PO003235,V015,DEC0122,2026-02-19,2026-03-15,2026-03-22,48,42,61.18,2936.64,Late
PO003236,V019,TEX0502,2026-01-07,2026-02-11,2026-02-15,24,24,30.48,731.52,Late
PO003237,V007,TEX0492,2025-12-24,2026-01-13,2026-01-25,72,60,14.56,1048.32,Late
PO003238,V014,WAL0273,2025-07-03,2025-08-13,2025-08-11,36,36,66.33,2387.88,On Time
PO003239,V011,KIT0970,2025-12-23,2026-02-03,2026-02-10,72,60,80.17,5772.24,Late
PO003240,V007,UTL1112,2025-11-06,2025-11-26,2025-12-03,36,36,13.66,491.76,Late
PO003241,V003,BSK1603,2025-04-14,2025-06-15,2025-06-11,120,120,11.2,1344.0,On Time
PO003242,V008,SHT1249,2025-11-04,2025-12-17,2025-12-19,72,72,75.05,5403.6,On Time
PO003243,V011,ORG1741,2026-03-01,2026-04-12,2026-04-17,48,30,32.57,1563.36,Late
PO003244,V011,GFT2241,2026-07-02,2026-08-13,2026-08-21,24,24,13.3,319.2,Late
PO003245,V020,WAL0334,2025-04-07,2025-05-06,2025-05-09,24,24,23.85,572.4,Late
PO003246,V016,TEX0542,2026-04-20,2026-05-04,2026-05-07,36,36,9.53,343.08,Late
PO003247,V005,SHT1272,2025-09-30,2025-11-10,2025-11-13,48,48,100.3,4814.4,Late
PO003248,V010,KIT0875,2025-09-25,2025-11-16,2025-11-21,36,36,29.6,1065.6,Late
PO003249,V009,LGT1775,2026-03-05,2026-04-22,2026-04-29,72,72,110.02,7921.44,Late
PO003250,V011,LGT1781,2025-02-21,2025-04-04,2025-04-23,36,36,54.21,1951.56,Late
PO003251,V011,DEC0170,2025-09-18,2025-10-30,2025-10-31,120,120,12.71,1525.2,On Time
PO003252,V012,DUV1221,2025-12-10,2026-01-05,2026-01-09,36,36,52.24,1880.64,Late
PO003253,V011,DEC0138,2025-12-10,2026-01-21,2026-02-06,48,48,22.26,1068.48,Late
PO003254,V005,DUV1180,2026-02-20,2026-04-02,2026-04-04,72,72,50.21,3615.12,On Time
PO003255,V018,CHR1928,2026-03-31,2026-04-15,2026-04-14,48,48,61.62,2957.76,On Time
PO003256,V010,DEC0187,2026-02-17,2026-04-10,2026-04-19,48,48,48.52,2328.96,Late
PO003257,V014,WAL0350,2026-01-30,2026-03-12,2026-03-17,24,24,31.33,751.92,Late
PO003258,V006,SRV1006,2025-03-30,2025-05-05,2025-04-28,48,48,56.76,2724.48,On Time
PO003259,V010,PIL1375,2025-03-16,2025-05-07,2025-05-04,120,120,22.87,2744.4,On Time
PO003260,V003,SHL1677,2026-05-14,2026-07-15,2026-07-16,24,24,106.45,2554.8,On Time
PO003261,V016,PEN1882,2025-06-22,2025-07-06,2025-07-12,72,72,211.65,15238.8,Late
PO003262,V013,TOW1467,2026-03-19,2026-04-11,2026-04-11,36,36,26.96,970.56,On Time
PO003263,V006,LGT1795,2026-04-05,2026-05-11,2026-05-09,24,24,73.48,1763.52,On Time
PO003264,V018,TAB0791,2026-01-10,2026-01-25,2026-01-23,72,72,148.29,10676.88,On Time
PO003265,V016,ORG1733,2025-08-04,2025-08-18,2025-09-02,120,120,46.79,5614.8,Late
PO003266,V014,BTH1553,2025-03-20,2025-04-30,2025-05-01,48,48,13.43,644.64,On Time
PO003267,V009,SHT1315,2025-09-23,2025-11-10,2025-11-09,48,48,25.64,1230.72,On Time
PO003268,V019,FUR0574,2026-06-07,2026-07-12,2026-07-18,36,36,176.25,6345.0,Late
PO003269,V016,WAL0233,2026-06-29,2026-07-13,2026-07-17,36,36,84.94,3057.84,Late
PO003270,V005,FUR0626,2026-07-02,2026-08-12,2026-08-09,120,120,74.15,8898.0,On Time
PO003271,V012,DEC0087,2026-06-12,2026-07-08,2026-07-07,120,114,56.59,6790.8,On Time
PO003272,V008,CND2158,2025-04-21,2025-06-03,2025-06-08,36,36,33.56,1208.16,Late
PO003273,V014,FRM2199,2026-01-24,2026-03-06,2026-03-04,24,24,32.84,788.16,On Time
PO003274,V008,GFT2218,2026-02-04,2026-03-19,2026-03-20,96,96,24.73,2374.08,On Time
PO003275,V005,UTL1089,2026-01-13,2026-02-23,2026-03-02,72,72,26.73,1924.56,Late
PO003276,V001,DEC0151,2026-06-15,2026-07-16,2026-07-12,24,24,14.18,340.32,On Time
PO003277,V004,PEN1920,2025-02-09,2025-02-27,2025-02-22,72,72,125.3,9021.6,On Time
PO003278,V019,TOW1434,2026-01-14,2026-02-18,2026-02-14,72,72,6.49,467.28,On Time
PO003279,V004,WIN2080,2025-08-26,2025-09-13,2025-09-14,24,24,33.22,797.28,On Time
PO003280,V018,PEN1919,2025-04-05,2025-04-20,2025-04-18,48,48,124.9,5995.2,On Time
PO003281,V018,TOW1499,2025-11-15,2025-11-30,2025-11-18,36,36,16.09,579.24,On Time
PO003282,V019,DEC0065,2025-07-28,2025-09-01,2025-08-23,24,24,30.03,720.72,On Time
PO003283,V012,TOW1444,2025-07-24,2025-08-19,2025-08-25,72,72,12.22,879.84,Late
PO003284,V020,GFT2217,2025-04-09,2025-05-08,2025-05-10,24,6,12.13,291.12,On Time
PO003285,V003,WAL0283,2025-12-02,2026-02-02,2026-02-07,48,48,10.21,490.08,Late
PO003286,V013,TOW1413,2026-04-20,2026-05-13,2026-05-17,72,72,6.42,462.24,Late
PO003287,V001,KIT0891,2026-03-23,2026-04-23,2026-04-11,96,96,48.33,4639.68,On Time
PO003288,V016,MIR0405,2025-04-22,2025-05-06,2025-05-09,48,48,26.31,1262.88,Late
PO003289,V012,UTL1104,2026-02-02,2026-02-28,2026-03-02,48,48,9.39,450.72,On Time
PO003290,V005,WAL0269,2025-12-27,2026-02-06,2026-02-14,72,72,51.71,3723.12,Late
PO003291,V004,SRV1046,2026-02-02,2026-02-20,2026-02-15,120,120,12.12,1454.4,On Time
PO003292,V006,KIT0929,2026-06-28,2026-08-03,2026-07-31,96,96,58.15,5582.4,On Time
PO003293,V011,WAL0198,2025-10-08,2025-11-19,2025-11-25,120,108,65.33,7839.6,Late
PO003294,V001,MIR0408,2026-07-05,2026-08-05,2026-08-08,72,72,38.92,2802.24,Late
PO003295,V005,DEC0043,2025-02-07,2025-03-20,2025-03-14,36,36,15.13,544.68,On Time
PO003296,V010,FRM2201,2025-02-07,2025-03-31,2025-03-31,72,72,37.64,2710.08,On Time
PO003297,V002,FUR0640,2026-06-19,2026-07-24,2026-08-03,96,96,178.7,17155.2,Late
PO003298,V012,SHL1653,2026-05-16,2026-06-11,2026-06-08,120,120,94.11,11293.2,On Time
PO003299,V013,BTH1527,2025-08-08,2025-08-31,2025-09-09,24,24,35.68,856.32,Late
PO003300,V011,TEX0478,2025-12-25,2026-02-05,2026-02-08,48,48,36.67,1760.16,Late
PO003301,V019,FUR0574,2026-03-01,2026-04-05,2026-04-15,72,72,176.25,12690.0,Late
PO003302,V005,SUM2040,2026-03-03,2026-04-13,2026-04-13,96,96,63.89,6133.44,On Time
PO003303,V019,FUR0585,2025-10-25,2025-11-29,2025-11-29,72,72,57.78,4160.16,On Time
PO003304,V011,KIT0870,2026-05-18,2026-06-29,2026-07-04,72,72,36.98,2662.56,Late
PO003305,V015,FUR0610,2025-10-26,2025-11-19,2025-11-07,36,36,223.91,8060.76,On Time
PO003306,V001,FUR0568,2025-03-30,2025-04-30,2025-04-29,120,120,160.98,19317.6,On Time
PO003307,V011,FLR1878,2025-02-01,2025-03-15,2025-03-16,36,24,144.93,5217.48,On Time
PO003308,V014,BTH1510,2026-01-15,2026-02-25,2026-02-27,120,120,35.13,4215.6,On Time
PO003309,V005,BSK1620,2025-10-14,2025-11-24,2025-11-28,96,96,30.23,2902.08,Late
PO003310,V009,BTH1535,2025-03-10,2025-04-27,2025-04-25,120,120,29.77,3572.4,On Time
PO003311,V015,KIT0942,2026-03-20,2026-04-13,2026-04-17,120,120,45.98,5517.6,Late
PO003312,V003,KIT0934,2026-05-19,2026-07-20,2026-07-14,72,72,75.52,5437.44,On Time
